language,sentence_id,surface,segmented,gloss,translation
lang2,25,"Nílí þàqgéríqgììd, nàní ggàrígàríní níì àngàrúmùmú, nórúmú hélímígàríní ànúúmàngàmúgùmù.",,,"My friend, who I have known for five years, is getting married next month."
lang2,26,Níì hànùmúnàrú hàlú hànùmúngànùmú údórúmúngúbúmú.,,,I had seven snacks given to the snacker.
lang2,27,Níì ngúúràgúúràgà þàdórúmú kórúmúnú àngólúmúngúngúmú.,,,I had the teacher make the child sit in the classroom.
lang2,28,Kàrínílíngélíríqgììd ħħàrúmúshkù þàdómúrú kàrúnúlú úlóngúmú ídàrímíngímí.,,,The heavy wind made the hawk fly high above the stone house.
lang2,29,"Héré ràngúmúrànàgà hélírílí hàmímí, þàdórúmàgù fúúdúrú íìlírííngímíqgìmì.",,,"If the alphabet is efficient, the student will read quickly."
lang2,30,Þàdórúmàgù mólúrú údólúmúmú pànúrúnú.,,,The student forgot the dictionary in the library.
lang2,31,Níì þàdómúrú údólúmúmú héré fàngúmàgà úvónàmú.,,,I lost the house when the storm arose.
lang2,32,Níì kórúmúnú llímímàqngà ídólúmúmú.,,,I forgot the lyrics in the classroom.
lang2,33,ngérìnírí hélímí làmùrúdórúmàgùùg pérímímàqngà úgàngúmúmú.,,,Every day the musician fixes the instrument.
lang2,34,Tìù ní ràngúmúrànàgà íìlírííngímíngíngímí.,,,He made me read the alphabet.
lang2,35,Níì ngúúràgúúràgà þàdórúmú kórúmúnú àhólúmúngúngúngúmú.,,,I had the teacher make the child sit in the classroom.
lang2,36,Þàdàrúmùdórúmàgùùg màrúnú íqgélímímí shénù ngúúràvórúnúlú íngàmímí.,,,The bone that the hunter found in the valley is ancient.
lang2,37,Kóvànúlú màrúlú fúúmàgà vvóvúmàmú ígérímàmí.,,,I see smoke rising from the green valley.
lang2,38,Màyh xórùnúnú ngérìnírí vvórúmànú íngàmímí.,,,Corn is in the field every spring.
lang2,39,Níì htàdúràdórúmàgà þàdéngàrí íngérímíngíngíngímí.,,,I made the teacher have the statistics student do the homework.
lang2,40,ħħàrúmúshkùùg élìlí mìlímìlí úbúúrúmàmí kóvúnúnú.,,,The hawk hid the swan's feathers in the garden.
lang2,41,"Hérì ngúúràgúúràgùùg llímímí, níì þàbàngàqngà úlóràdàrúmúmú.",,,I reached for the salt while the teacher was speaking.
lang2,42,Þàdórúmàgù pànúrúnú mólúrú údólúmúmú.,,,The student lost the dictionary in the library.
lang2,43,Mógùgù líínìnílí Aàrúmàlú níì íàràmàmí.,,,(I) welcome (you) into the world of Aaruma linguistics.
lang2,44,Þàdórúmàgù ngérímídérímàngérímídérímàlí íngàmímí hérì ngéràní órúmù ígéngímímí.,,,The student is habitually tired and always wants to sleep.
lang2,45,Níì númúúrànúngómúttàgà xélíríní hólúnúngórúmúlú íàràmàngímí.,,,I made my heart welcome the truth of history.
lang2,46,Màngúmúgù túúrúmú àdàrúmúmú.,,,The cat chases the bird.
lang2,47,ngúúràgúúràgùùg þàdórúmàgà ngúúràvórúnú ràngúmúrànàgà íìlírííngímíngíngímí.,,,The teacher had the student read the ancient alphabet.
lang2,48,Làmùrúdórúgùùg mànàrú únàrúmúmú héré hélírú ígérímàmí.,,,The musician wrote a song while looking at the ocean.
lang2,49,Móngúmànàrúmàgà nàmíhpííràní qàdí ggàrí héràdídéngímímí.,,,The criminal must stay in the prison for twenty years.
lang2,50,"ħħórúmúvórúmànú þàdàqgàqngà shííynímílí íngàmímílí, màyh hélí màrúgúnú fúúdúrúlú ídàrímíqgìmì.",,,"Because the soil is wet in April, the corn will grow quickly on the dry road."
lang2,51,Níì kùgù tóràlú vvóràgà ngérímíngàrímí ídémìmí.,,,I judge this movie to be a raw struggle for energy.
lang2,52,Kúúrúmúvórúmànú níì kéríríní fàhúmúgù ígérímàmí.,,,This morning I saw the sun in the sky.
lang2,53,Fàlúrúnàdórúmàgùùg múúngú kélírínàgélírínàqngà íqgérímímí.,,,"The astronomer witnessed 8,000 stars."
lang2,54,Þàqgérímí ídérímímí hélímí ílíímírímí.,,,We look forward to the day when the project is finished.
lang2,55,Fàlúrúnàdórúmàgùùg nílí lóràdàgà téngímílí nódúrú úlóràdàrúmúmú.,,,The astronomer reached for the silver notebook with his hand.
lang2,56,Þàdàrúmùdórúmàgùùg vvórúmànú úú bbúúlúmúbúúlúmú àdàrúmúmú.,,,The hunter chased eight foxes in the spring.
lang2,57,"Màgúngúúràngórùnàràgùùg pàlúmúdórúmàgà hàlú qíílímírí àrúúngàmúngúngúbúmú, xórúghúràlú íngàmímílí.",,,"The emperor had the athlete run thirteen kilometers for the people's benefit, because he (the emperor) is proud."
lang2,58,Tíímìqgì mílínìlí kóràmúdógùrúghórùnúnú lànúmú ígérímàqngà ígéngímímí lúú?,,,Do you want to see the moon in the dark forest?
lang2,59,"Héré núú rómúrúnú fólúmú íqgélímíqgìmì, níì ngúúràgà kérímàlàqngà íngàmíqgìmì.",,,"If I find joy on the island, I will be very happy."
lang2,60,"Héré rénàgéríngí tógùrúlú hàmímí, àímí þàdórànàrúmàgù fúúdúrúlú íngérímíqgìmì.",,,"If the pattern is useful, the AI agent will learn quickly."
lang2,61,Mímííhmíqgììd nìbàrímílímí ràngúmúrànàgà únàrúmúmú.,,,The mime silently wrote the alphabet.
lang2,62,Kómúrúgùùg lúúngúmínìmí héré ní þàdéngàrí ídàlímínìmí.,,,"The computer didn't charge, so I didn't submit the homework."
lang2,63,Þàdólúmúnúnúlú þàdórúmúgù kííngàníní pólúrílàgà hànùmú àngàlúmúmú.,,,The poor child eats a small snack in the kitchen.
lang2,64,"héré ngélíríqgììd nórúmúnórúmú ídàrímíngúmí, níì húúmúrúnú àórúmùgùmù ígéngímímí.",,,"If the wind makes the clouds grow, I want to sleep in my bed."
lang2,65,Níì hàdúmú múlúnùngólúnúnú kélíríní lànúmúgù ígérímàmí.,,,I saw the moon in the sky last night.
lang2,66,"Héré þàdàqgàqngà shííynímílí hàmímí, màyh fúúdúrúlú ídàrímíqgìmì.",,,"If the soil is wet, the corn will grow quickly."
lang2,67,"Þàdúrhlúy màgúngú hérì Þàdúrhlúy màqgíngí, vvórú qérímíní Prígìt Þàdrígìshní, xórúghúràlú ídàlímímí tì tìqgì ngúúràgà hólúmàlú íngàmímí, tíímììn tìlí þàqgérímí ngúúràgà.",,,"Mr. and Mrs. Dursley, of number four, Privet Drive, were proud to say that they were perfectly normal, thank you very much."
lang2,68,Áímí þàdórànàrúmàgùùg nàmíhpííràqngà úgàngúmúdàrúmúnù ígéngímínìmì.,,,"Apparently, the AI agent did not want to clean the prison."
lang2,69,ħħórúmúvórúmànú hélírú kélírílí íngàmímí.,,,"In April, the ocean is blue."
lang2,70,Tíímìqgì màyh úvàlúmúmú lúú?,,,Do you like corn?
lang2,71,ħħórúmúvórúmànú xàlùnú némímí xórùnúnú íngàmímí.,,,"In April, there is floating debris in the gutter by the field."
lang2,72,Tìqgììd tóràlúnú hànùmúngànùmú ídérímímí.,,,They are sharing snacks during the movie.
lang2,73,Làrú ràngúmúrànàgùùg tìlí hérímíní íngérímímí.,,,The old alphabet ensures our knowledge.
lang2,74,"Nídídìqgììd qìqgì hpórúmú íbérímídérímímí, hérì húúmúràlú þàbórùmúmú!",,,Let's blow this thing and go home!
lang2,75,Níì nérílí tógùrú þàqgéní kólù lúúmúràlú ígíírímímí.,,,I built a beautiful circle with a new tool.
lang2,76,Níì þàdórúmàgà nérílí nódúrú údórúmùmú.,,,I gave the student a new notebook.
lang2,77,"Hérì þàdórúmàdórúmàgùùg tìqgììd múúnàrúlú þàbórùmúmú, þàdórúmàdórúmàgùùg tìqgììd àímí þàdórúvàgà þàqgéní nérílí kénàràqngà úgórúàmúgùmù ígéngímímí.",,,"When the students go into the observatory, they want to create a new algorithm for the AI system."
lang2,78,Þàdórúmàgà múúrúdàgù pànúrúnú íngéràdímílí níímàqngà àgérímàmí.,,,The student’s eyes see the ghost that remains in the library.
lang2,79,Lííngírìù þàdùnúbànúnú níímàqgì àngéràdíngíngímí?,,,Who made the ghost stay in the museum?
lang2,80,Tóràlúnàrúmàgùùg xéràlí llímídérímí ídàlímímí.,,,The actor spoke an expressive speech.
lang2,81,"Sélímí, þàglé, þàbórùnú ígérídérímímí.",,,"Life, uh, finds a way."
lang2,82,Níì kómúrúnú nérílí þàdóngàmàgà úbàlúmúmú.,,,I played a new game on the computer.
lang2,83,"Tíímìqgì hélímàqngà úngólúmú þàdéngímímí; kùgùnùvàrúngúlú, tíímììn þàdóngàmàgà úbàlúmúnùmú.",,,"You must memorize the rules; otherwise, you cannot play the game."
lang2,84,Mógùgùùg mànàrú únàrúmú þàdénílí íqgérímímí.,,,The world's song ensures the documentation.
lang2,85,Tíímìqgì hàdúmú hélímígàríní rómúrúlú tràgímímí lúú?,,,Did you travel to the island last month?
lang2,86,ngúúràmàgúngúúràqgì llímídérímílí ídàlímídérímímí.,,,The Professor concludes his speech.
lang2,87,ngúúràdórúmàgùùg ídàlímímí túúrúmúlú kélàrídàqngà ngúúràgà lúúmúràgà hérì ngérímílí íngàmímí.,,,The scholar said that the bird's wings are very beautiful and strong.
lang2,88,Pàlúmúdórúmàgùùg þàbííràqngà qíílímíríqgíílímírí rómúrúnú àrúúngàmúmú.,,,The athlete ran fifteen kilometers on the island.
lang2,89,Tììn tóràlúlàdàmólúrú í-témìmí héré llímídérímí múúrànúlú xélírí hàmínì.,,,She critiques the script because the dialogue is not true to life.
lang2,90,þàglííngàqgììd ní nàrúgú hórúmúvàrúngúlú ílémàrímímí.,,,The shimmer of the special effects distracted me from the difficult plot.
lang2,91,Màgúngúúràngórùnàràgùùg làmùrúngúúràdórúmàgà mànàrú àmànàrúmàngúbúmú.,,,The emperor had the musician sing the song (for the benefit of the people).
lang2,92,Níì þàdórúmàmúúrú hànùmúngànùmú ídérímíngíbímí hàqngà?,,,"I had the children share the snacks for their own good, wow!"
lang2,93,Númúúrúdàgùùg lúúmúràlú ngìħríh ígérímàmí.,,,My own eyes saw the beautiful mountain.
lang2,94,Níì nílí þàdénídéní ngérìnírílí þàdórúvàgà þàqgéní ídérímímí.,,,I finished all of my classes for the program.
lang2,95,kélírínàgélírínàqngà lúúmúràlú íngàmímí hàqngà?,,,"The stars are beautiful, wow!"
lang2,96,"Þàbàrúmúgù màngúmúnú lííngìràqngà fàlúmúnù, shínqgérì màngúmúgù þàbàrúmúnú lííngìràqngà fàlúmúnù.",,,"The dog does not like the cat, and the cat does not like the dog."
lang2,97,Màgúngúúràgà hérì ngúúràgúúràgà kórúmúú íàràmàmí.,,,The President and Professor welcome (you) into the classroom.
lang2,98,"ngúúràgúúràgùùg þàdórúmàdórúmàgà mólúrú íìlírííngímíngíngímílí, kénàràqngà úgórúàmúgùmù ígéngímímí.",,,"Because the teacher made the students read the book, they want to create an algorithm."
lang2,99,Nílú þàqgéríqgì tórúmùbàlúrúgù þàqgéní tórúnú údórúmúmú.,,,My friend hit the target with the bat.
lang2,100,"Lííngìràqngà í-tàlímí-mí ní-ì tíímì-kù xélírí í-hàmí-mí, ggéríngí-lí nílí.",,,"What I told you was true, from my point of view."
lang2,101,Nídídìqgììd tóràlúgórúàmàgà ggàríqgàdí ggéríngímàgéríngímàqngà íbérímíngíngímí.,,,We (I and them) made the director review eighty scenes.
lang2,102,Níímìràgùùg þàbíílìqgàqngà níímìràqgì þàbíílìqgàmí.,,,"Fish fish fish, fish fish."
lang2,103,ngérìní þàdórúmàdórúmàgùùg tìqgì þàdénídénílí nérímíqgì ígérímíqgìmì.,,,Many students will celebrate the end of classes.
lang2,104,Pùngélímí þàdénídénílí héràdímí hàqngà?,,,Only 2 days of classes left!
lang2,105,Nílú nàngíríqgì màrúnúnú mànàrúmànàrú únàrúmúmú.,,,My sister writes songs in the market.
lang2,106,Làmùrúdórúmàgùùg shúúyàgà mànàrúgùùg hélímílí fólúmú úvónàmú.,,,The musician's nuanced song evoked a fated joy.
lang2,107,Kùgù þàdórúvàgà ngúúràgà ngóràngàlú íngàmímí.,,,This program is very unique.
lang2,108,Màgúngúúràngórùnàràlú màlàlúnúnúlú þàdórúmàdórúmàgù mànàrúmàgà àngérímíngíngímí.,,,The Emperor’s rich students were made to learn the lyrics.
lang2,109,"Héré kúúrúmúvórúmànú ízhííynímí, élì lúúmúràlú ngàrúnúnú ínémíqgìmì.",,,"If it rains in the morning, the beautiful swan will float on the river."
lang2,110,"Hérì ní tìqgììd íngérímímí qìqgì lórúmàlú, ní tìqgììd nérílí hórúmú úgórúàmúgùmù ígéngímímí.",,,"As we learn this language, we want to create a new story."
lang2,111,"Nàngíríqgì móngúnùlú hàmímí, lúúmúràlúbàlù úbàrúmúgùmù ígéngímímí.",,,"Because the sister is brave, she wants to have armor."
lang2,112,Múúnàrúnú fàlúrúnàdórúmàgùùg ggàríqgàdí kélírínàgélírínàqngà ígérímàmí.,,,The astronomer who is in the observatory sees eighty stars.
lang2,113,"Héré màlàlúnúlú ínérímímí, þàdórúmàgù íhérímídérímíqgìmì.",,,"If the funding holds, the student will graduate."
lang2,114,Þàdórúmàgù nérídì údórúmùdórúmàmú pàlúmúdóngàmànú.,,,The student broke his leg in the game.
lang2,115,ngúúràgúúràgùùg þàdórúmàgà tíírímí hómúthómút únàrúmúngúngúmú.,,,The teacher made the student write sentences together.
lang3,1,Mã̀gúzúúràzóronã̀ràgook þàdrúmã̀drúmãã nẽ́rílí mã̀nã̀rú àsérímĩ́zízímĩ́.,,,The emperor made the students learn a new song.
lang3,2,Kàlãã fàzúmã̀go nẽ́rímĩ́lí tàvérízímã̀nĩ́ mṍzú tràlúspàrànṹ tàvónã̀mṹ.,,,A grand storm in the final scene evokes terror in the theatre.
lang3,3,Nĩ́dedegeet mã̀gúzúúràzóronã̀rãã nṹṹmã̀gàrú tàvérízínĩ́ àzhúdrúmṹzúmṹ hãã?,,,"We (exclusive) made the emperor act like a brother, wow!"
lang3,4,tàzàlúmã̀nṹ þàdrúmã̀gook þàbàzãã údrúmõmṹ.,,,The student put salt in the food.
lang3,5,Nĩ́ tegeet ízérímĩ́mĩ́ kege lórúmã̀lú tíírímĩ́.,,,Let us learn this language together.
lang3,6,"Þàdrúmã̀drúmã̀gook kórúmṹnṹ tàzàlúmãã úzàlúmṹmẽ, hére tàzúúràgúúràgook mã̀nã̀rú úmã̀nã̀rúmã̀mṹ.",,,"Apparently, the students are eating food in the classroom, while the teacher is singing a song (I witness)."
lang3,7,Nĩ́ẽ pànṹrúnṹ lúúmṹràlú mṍlúrú ígélímĩ́mĩ́ héré kàvúrú ínĩ́zímĩ́mĩ́.,,,I found a beautiful dictionary in the library while smelling coffee.
lang3,8,Nĩ́ẽ tàvólúmṹdógorú údrúmṹmṹ kórúmṹ íàràmã̀lí.,,,I used the key to open the classroom.
lang3,9,Kogo mṍlúrú nẽ́rílí ízàmĩ́mĩ́.,,,This dictionary is new.
lang3,10,"Làrúlú ràzúmṹrànãã nã̀rúgúlú sàmĩ́mĩ́, þàdrúmã̀drúmã̀gook nẽ́rílí ràzúmṹrànãã úgórúàmṹgomõ ívézímĩ́mĩ́.",,,"Because the old alphabet is difficult, the children want to create a new one."
lang3,11,"Héré tézírí xàzúnṹlú sàmĩ́mĩ́, þàdrúmã̀gook nṍlúmṹlú ínĩ́ĩ́zímĩ́gemẽ.",,,"If the tea is hot, the student will drink slowly."
lang3,12,"Héré lànṹmṹgo þàglízàmĩ́, pórúmṹgook ívérímĩ́gemẽ.",,,"If the moon glows, I see the owl will celebrate."
lang3,13,Xélírílí tàmõdrúmã̀gook tràlúlàdàmṍlúrúlí nã̀rúgúnĩ́nĩ́ tàzúúrãã tàvóvúmã̀lú ídémẽnĩ́mĩ́.,,,The honest critic judged the script's complexity to be very high.
lang3,14,Túúzúmãã mã̀ysnṹ tàzúúrãã tàzórúmã̀lú ízàmĩ́mĩ́.,,,Water is very important for the corn.
lang3,15,Nĩ́lú nã̀zíríge élelí mẽlímẽlí xàlonṹ mã̀rúgúlú ínẽ́mĩ́ àvérímã̀mĩ́.,,,My sister saw the swan's feathers floating downward in the gutter.
lang3,16,"Hére mã̀gúzúúràgo þàdonṹbànṹnṹ úzólúmṹmṹ, tàzérenĩ́ nã̀rúmã̀nã̀rúmã̀gook tegeet mã̀gúzúúràgo àvérímã̀mĩ́.",,,"When the President sits in the museum, many people look at him."
lang3,17,"Kogonõ þàdràvãã þàdàlímĩ́nẽ́rí xórúmõ sàmĩ́mĩ́, líínẽnĩ́dàrímã̀geet þàdàrúmṹvólúmṹ ízérímĩ́mĩ́.",,,"Although the system failure was serious, the linguists ensured success."
lang3,18,"Kúúrúmṹvórúmã̀nṹ sélímĩ́ férímĩ́lí tàħórúmṹ ízàmĩ́mĩ́, hére sólúnṹdógorúzólúnṹdógorúgook hàlú údrúmṹmmõ.",,,"It was a bright cold day in April, and the clocks were striking thirteen."
lang3,19,"Héré tíímẽẽt nĩ́ úú sànõmṹ údrúmṹbú, nĩ́ tàzúúrãã férímã̀lãã ízàmĩ́gemĩ́ hãã?",,,"If you give me eight snacks, I will be very happy!"
lang3,20,Nĩ́ẽ pélànĩ́ tàzàngúrúgo þàgénĩ́ pélànĩ́ge ívérímã̀mĩ́.,,,I saw that distant planet with the telescope.
lang3,21,"Nĩ́ tegeet séràvímĩ́lí àímĩ́ þàdrànã̀rúmãã ízérímĩ́mĩ́, hére tàvéràmĩ́véràmĩ́ ídàrímĩ́mĩ́.",,,"We learn within the training of AI agents, and ideas grow."
lang3,22,tàzúúràdrúmã̀gook àímĩ́dràvãã térenĩ́ ígérímĩ́zízímĩ́.,,,The scholar made the AI system calculate the data.
